ubigeo;codigo;nombre;id_padre;usuario_crea;fecha_crea
20515;300124;Municipalidad Distrital de Ticllos;41;1;01-08-2025
20601;300125;Municipalidad Provincial de Carhuaz;41;1;01-08-2025
20602;300126;Municipalidad Distrital de Acopampa;41;1;01-08-2025
20603;300127;Municipalidad Distrital de Amashca;41;1;01-08-2025
20604;300128;Municipalidad Distrital de Anta;41;1;01-08-2025
20605;300129;Municipalidad Distrital de Ataquero;41;1;01-08-2025
20606;300130;Municipalidad Distrital de Marcara;41;1;01-08-2025
20607;300131;Municipalidad Distrital de Pariahuanca;41;1;01-08-2025
20608;300132;Municipalidad Distrital de San Miguel de Aco;41;1;01-08-2025
20609;300133;Municipalidad Distrital de Shilla;41;1;01-08-2025
20610;300134;Municipalidad Distrital de Tinco;41;1;01-08-2025
20611;300135;Municipalidad Distrital de Yungar;41;1;01-08-2025
20701;300136;Municipalidad Provincial de Carlos Fermín Fitzcarrald;41;1;01-08-2025
20702;300137;Municipalidad Distrital de San Nicolas;41;1;01-08-2025
20703;300138;Municipalidad Distrital de Yauya;41;1;01-08-2025
20801;300139;Municipalidad Provincial de Casma;41;1;01-08-2025
20802;300140;Municipalidad Distrital de Buena Vista Alta;41;1;01-08-2025
20803;300141;Municipalidad Distrital de Comandante Noel;41;1;01-08-2025
20804;300142;Municipalidad Distrital de Yautan;41;1;01-08-2025
20901;300143;Municipalidad Provincial de Corongo;41;1;01-08-2025
20902;300144;Municipalidad Distrital de Aco;41;1;01-08-2025
20903;300145;Municipalidad Distrital de Bambas;41;1;01-08-2025
20904;300146;Municipalidad Distrital de Cusca;41;1;01-08-2025
20905;300147;Municipalidad Distrital de la Pampa;41;1;01-08-2025
20906;300148;Municipalidad Distrital de Yanac;41;1;01-08-2025
20907;300149;Municipalidad Distrital de Yupan;41;1;01-08-2025
21001;300150;Municipalidad Provincial de Huari;41;1;01-08-2025
21002;300151;Municipalidad Distrital de Anra;41;1;01-08-2025
21003;300152;Municipalidad Distrital de Cajay;41;1;01-08-2025
21004;300153;Municipalidad Distrital de Chavín de Huantar;41;1;01-08-2025
21005;300154;Municipalidad Distrital de Huacachi;41;1;01-08-2025
21006;300155;Municipalidad Distrital de Huacchis;41;1;01-08-2025
21007;300156;Municipalidad Distrital de Huachis;41;1;01-08-2025
21008;300157;Municipalidad Distrital de Huantar;41;1;01-08-2025
21009;300158;Municipalidad Distrital de Masin;41;1;01-08-2025
21010;300159;Municipalidad Distrital de Paucas;41;1;01-08-2025
21011;300160;Municipalidad Distrital de Ponto;41;1;01-08-2025
21012;300161;Municipalidad Distrital de Rahuapampa;41;1;01-08-2025
21013;300162;Municipalidad Distrital de Rapayan;41;1;01-08-2025
21014;300163;Municipalidad Distrital de San Marcos;41;1;01-08-2025
21015;300164;Municipalidad Distrital de San Pedro de Chana;41;1;01-08-2025
21016;300165;Municipalidad Distrital de Uco;41;1;01-08-2025
21101;300166;Municipalidad Provincial de Huarmey;41;1;01-08-2025
21102;300167;Municipalidad Distrital de Cochapeti;41;1;01-08-2025
21103;300168;Municipalidad Distrital de Culebras;41;1;01-08-2025
21104;300169;Municipalidad Distrital de Huayan;41;1;01-08-2025
21105;300170;Municipalidad Distrital de Malvas;41;1;01-08-2025
21201;300171;Municipalidad Provincial de Huaylas - Caraz;41;1;01-08-2025
21202;300172;Municipalidad Distrital de Huallanca;41;1;01-08-2025
21203;300173;Municipalidad Distrital de Huata;41;1;01-08-2025
21204;300174;Municipalidad Distrital de Huaylas;41;1;01-08-2025
21205;300175;Municipalidad Distrital de Mato;41;1;01-08-2025
21206;300176;Municipalidad Distrital de Pamparomas;41;1;01-08-2025
21207;300177;Municipalidad Distrital de Pueblo Libre;41;1;01-08-2025
21208;300178;Municipalidad Distrital de Santa Cruz;41;1;01-08-2025
21209;300179;Municipalidad Distrital de Santo Toribio;41;1;01-08-2025
21210;300180;Municipalidad Distrital de Yuracmarca;41;1;01-08-2025
21301;300181;Municipalidad Provincial de Mariscal Luzuriaga - Piscobamba;41;1;01-08-2025
21302;300182;Municipalidad Distrital de Casca;41;1;01-08-2025
21303;300183;Municipalidad Distrital de Eleazar Guzman Barron;41;1;01-08-2025
21304;300184;Municipalidad Distrital de Fidel Olivas Escudero;41;1;01-08-2025
21305;300185;Municipalidad Distrital de Llama;41;1;01-08-2025
21306;300186;Municipalidad Distrital de Llumpa;41;1;01-08-2025
21307;300187;Municipalidad Distrital de Lucma;41;1;01-08-2025
21308;300188;Municipalidad Distrital de Musga;41;1;01-08-2025
21401;300189;Municipalidad Provincial de Ocros;41;1;01-08-2025
21402;300190;Municipalidad Distrital de Acas;41;1;01-08-2025
21403;300191;Municipalidad Distrital de Cajamarquilla;41;1;01-08-2025
21404;300192;Municipalidad Distrital de Carhuapampa;41;1;01-08-2025
21405;300193;Municipalidad Distrital de Cochas;41;1;01-08-2025
21406;300194;Municipalidad Distrital de Congas;41;1;01-08-2025
21407;300195;Municipalidad Distrital de Llipa;41;1;01-08-2025
21408;300196;Municipalidad Distrital de San Cristobal de Rajan;41;1;01-08-2025
21409;300197;Municipalidad Distrital de San Pedro;41;1;01-08-2025
21410;300198;Municipalidad Distrital de Santiago de Chilcas;41;1;01-08-2025
21501;300199;Municipalidad Provincial de Pallasca - Cabana;41;1;01-08-2025
21502;300200;Municipalidad Distrital de Bolognesi;41;1;01-08-2025
21503;300201;Municipalidad Distrital de Conchucos;41;1;01-08-2025
21504;300202;Municipalidad Distrital de Huacaschuque;41;1;01-08-2025
21505;300203;Municipalidad Distrital de Huandoval;41;1;01-08-2025
21506;300204;Municipalidad Distrital de Lacabamba;41;1;01-08-2025
21507;300205;Municipalidad Distrital de Llapo;41;1;01-08-2025
21508;300206;Municipalidad Distrital de Pallasca;41;1;01-08-2025
21509;300207;Municipalidad Distrital de Pampas;41;1;01-08-2025
21510;300208;Municipalidad Distrital de Santa Rosa;41;1;01-08-2025
21511;300209;Municipalidad Distrital de Tauca;41;1;01-08-2025
21601;300210;Municipalidad Provincial de Pomabamba;41;1;01-08-2025
21602;300211;Municipalidad Distrital de Huayllan;41;1;01-08-2025
21603;300212;Municipalidad Distrital de Parobamba;41;1;01-08-2025
21604;300213;Municipalidad Distrital de Quinuabamba;41;1;01-08-2025
21701;300214;Municipalidad Provincial de Recuay;41;1;01-08-2025
21702;300215;Municipalidad Distrital de Catac;41;1;01-08-2025
21703;300216;Municipalidad Distrital de Cotaparaco;41;1;01-08-2025
21704;300217;Municipalidad Distrital de Huayllapampa;41;1;01-08-2025
21705;300218;Municipalidad Distrital de Llacllin;41;1;01-08-2025
21706;300219;Municipalidad Distrital de Marca;41;1;01-08-2025
21707;300220;Municipalidad Distrital de Pampas Chico;41;1;01-08-2025
21708;300221;Municipalidad Distrital de Pararin;41;1;01-08-2025
21709;300222;Municipalidad Distrital de Tapacocha;41;1;01-08-2025
21710;300223;Municipalidad Distrital de Ticapampa;41;1;01-08-2025
21801;300224;Municipalidad Provincial del Santa - Chimbote;41;1;01-08-2025
21802;300225;Municipalidad Distrital de Caceres del Perú;41;1;01-08-2025
21803;300226;Municipalidad Distrital de Coishco;41;1;01-08-2025
21804;300227;Municipalidad Distrital de Macate;41;1;01-08-2025
21805;300228;Municipalidad Distrital de Moro;41;1;01-08-2025
21806;300229;Municipalidad Distrital de Nepeña;41;1;01-08-2025
21807;300230;Municipalidad Distrital de Samanco;41;1;01-08-2025
21808;300231;Municipalidad Distrital de Santa;41;1;01-08-2025
21809;300232;Municipalidad Distrital de Nuevo Chimbote;41;1;01-08-2025
21901;300233;Municipalidad Provincial de Sihuas;41;1;01-08-2025
21902;300234;Municipalidad Distrital de Acobamba;41;1;01-08-2025
21903;300235;Municipalidad Distrital de Alfonso Ugarte;41;1;01-08-2025
21904;300236;Municipalidad Distrital de Cashapampa;41;1;01-08-2025
21905;300237;Municipalidad Distrital de Chingalpo;41;1;01-08-2025
21906;300238;Municipalidad Distrital de Huayllabamba;41;1;01-08-2025
21907;300239;Municipalidad Distrital de Quiches;41;1;01-08-2025
21908;300240;Municipalidad Distrital de Ragash;41;1;01-08-2025
21909;300241;Municipalidad Distrital de San Juan;41;1;01-08-2025
21910;300242;Municipalidad Distrital de Sicsibamba;41;1;01-08-2025
22001;300243;Municipalidad Provincial de Yungay;41;1;01-08-2025
22002;300244;Municipalidad Distrital de Cascapara;41;1;01-08-2025
22003;300245;Municipalidad Distrital de Mancos;41;1;01-08-2025
22004;300246;Municipalidad Distrital de Matacoto;41;1;01-08-2025
22005;300247;Municipalidad Distrital de Quillo;41;1;01-08-2025
22006;300248;Municipalidad Distrital de Ranrahirca;41;1;01-08-2025
22007;300249;Municipalidad Distrital de Shupluy;41;1;01-08-2025
22008;300250;Municipalidad Distrital de Yanama;41;1;01-08-2025
30101;300251;Municipalidad Provincial de Abancay;41;1;01-08-2025
30102;300252;Municipalidad Distrital de Chacoche;41;1;01-08-2025
30103;300253;Municipalidad Distrital de Circa;41;1;01-08-2025
30104;300254;Municipalidad Distrital de Curahuasi;41;1;01-08-2025
30105;300255;Municipalidad Distrital de Huanipaca;41;1;01-08-2025
30106;300256;Municipalidad Distrital de Lambrama;41;1;01-08-2025
30107;300257;Municipalidad Distrital de Pichirhua;41;1;01-08-2025
30108;300258;Municipalidad Distrital de San Pedro de Cachora;41;1;01-08-2025
30109;300259;Municipalidad Distrital de Tamburco;41;1;01-08-2025
30201;300260;Municipalidad Provincial de Andahuaylas;41;1;01-08-2025
30202;300261;Municipalidad Distrital de Andarapa;41;1;01-08-2025
30203;300262;Municipalidad Distrital de Chiara;41;1;01-08-2025
30204;300263;Municipalidad Distrital de Huancarama;41;1;01-08-2025
30205;300264;Municipalidad Distrital de Huancaray;41;1;01-08-2025
30206;300265;Municipalidad Distrital de Huayana;41;1;01-08-2025
30207;300266;Municipalidad Distrital de Kishuara;41;1;01-08-2025
30208;300267;Municipalidad Distrital de Pacobamba;41;1;01-08-2025
30209;300268;Municipalidad Distrital de Pacucha;41;1;01-08-2025
30210;300269;Municipalidad Distrital de Pampachiri;41;1;01-08-2025
30211;300270;Municipalidad Distrital de Pomacocha;41;1;01-08-2025
30212;300271;Municipalidad Distrital de San Antonio de Cachi;41;1;01-08-2025
30213;300272;Municipalidad Distrital de San Jeronimo;41;1;01-08-2025
30214;300273;Municipalidad Distrital de San Miguel Chaccrampa;41;1;01-08-2025
30215;300274;Municipalidad Distrital de Santa Maria de Chicmo;41;1;01-08-2025
30216;300275;Municipalidad Distrital de Talavera;41;1;01-08-2025
30217;300276;Municipalidad Distrital de Tumay Huaraca;41;1;01-08-2025
30218;300277;Municipalidad Distrital de Turpo;41;1;01-08-2025
30219;300278;Municipalidad Distrital de Kaquiabamba;41;1;01-08-2025
30220;301863;Municipalidad Distrital de José María Arguedas;41;1;01-08-2025
30301;300279;Municipalidad Provincial de Antabamba;41;1;01-08-2025
30302;300280;Municipalidad Distrital de el Oro;41;1;01-08-2025
30303;300281;Municipalidad Distrital de Huaquirca;41;1;01-08-2025
30304;300282;Municipalidad Distrital de Juan Espinoza Medrano;41;1;01-08-2025
30305;300283;Municipalidad Distrital de Oropesa;41;1;01-08-2025
30306;300284;Municipalidad Distrital de Pachaconas;41;1;01-08-2025
30307;300285;Municipalidad Distrital de Sabaino;41;1;01-08-2025
30401;300286;Municipalidad Provincial de Aymaraes - Chalhuanca;41;1;01-08-2025
30402;300287;Municipalidad Distrital de Capaya;41;1;01-08-2025
30403;300288;Municipalidad Distrital de Caraybamba;41;1;01-08-2025
30404;300289;Municipalidad Distrital de Chapimarca;41;1;01-08-2025
30405;300290;Municipalidad Distrital de Colcabamba;41;1;01-08-2025
30406;300291;Municipalidad Distrital de Cotaruse;41;1;01-08-2025
30407;300292;Municipalidad Distrital de Ihuayllo;41;1;01-08-2025
30408;300293;Municipalidad Distrital de Justo Apu Sahuaraura;41;1;01-08-2025
30409;300294;Municipalidad Distrital de Lucre;41;1;01-08-2025
30410;300295;Municipalidad Distrital de Pocohuanca;41;1;01-08-2025
30411;300296;Municipalidad Distrital de San Juan de Chacña;41;1;01-08-2025
30412;300297;Municipalidad Distrital de Sañayca;41;1;01-08-2025
30413;300298;Municipalidad Distrital de Soraya;41;1;01-08-2025
30414;300299;Municipalidad Distrital de Tapairihua;41;1;01-08-2025
30415;300300;Municipalidad Distrital de Tintay;41;1;01-08-2025
30416;300301;Municipalidad Distrital de Toraya;41;1;01-08-2025
30417;300302;Municipalidad Distrital de Yanaca;41;1;01-08-2025
30501;300303;Municipalidad Provincial de Cotabambas - Tambobamba;41;1;01-08-2025
30502;300304;Municipalidad Distrital de Cotabambas;41;1;01-08-2025
30503;300305;Municipalidad Distrital de Coyllurqui;41;1;01-08-2025
30504;300306;Municipalidad Distrital de Haquira;41;1;01-08-2025
30505;300307;Municipalidad Distrital de Mara;41;1;01-08-2025
30506;300308;Municipalidad Distrital de Challhuahuacho;41;1;01-08-2025
30601;300309;Municipalidad Provincial de Chincheros;41;1;01-08-2025
30602;300310;Municipalidad Distrital de Anco Huallo;41;1;01-08-2025
30603;300311;Municipalidad Distrital de Cocharcas;41;1;01-08-2025
30604;300312;Municipalidad Distrital de Huaccana;41;1;01-08-2025
30605;300313;Municipalidad Distrital de Ocobamba;41;1;01-08-2025
30606;300314;Municipalidad Distrital de Ongoy;41;1;01-08-2025
30607;300315;Municipalidad Distrital de Uranmarca;41;1;01-08-2025
30608;300316;Municipalidad Distrital de Ranracancha;41;1;01-08-2025
30609;301877;Municipalidad Distrital de Rocchacc;41;1;01-08-2025
30610;301878;Municipalidad Distrital de El Porvenir;41;1;01-08-2025
30611;301880;Municipalidad Distrital de los Chankas;41;1;01-08-2025
30612;301900;Municipalidad Distrital de Ahuayro;41;1;01-08-2025
30701;300317;Municipalidad Provincial de Grau - Chuquibambilla;41;1;01-08-2025
30702;300318;Municipalidad Distrital de Curpahuasi;41;1;01-08-2025
30703;300319;Municipalidad Distrital de Gamarra;41;1;01-08-2025
30704;300320;Municipalidad Distrital de Huayllati;41;1;01-08-2025
30705;300321;Municipalidad Distrital de Mamara;41;1;01-08-2025
30706;300322;Municipalidad Distrital de Micaela Bastidas;41;1;01-08-2025
30707;300323;Municipalidad Distrital de Pataypampa;41;1;01-08-2025
30708;300324;Municipalidad Distrital de Progreso;41;1;01-08-2025
30709;300325;Municipalidad Distrital de San Antonio;41;1;01-08-2025
30710;300326;Municipalidad Distrital de Santa Rosa;41;1;01-08-2025
30711;300327;Municipalidad Distrital de Turpay;41;1;01-08-2025
30712;300328;Municipalidad Distrital de Vilcabamba;41;1;01-08-2025
30713;300329;Municipalidad Distrital de Virundo;41;1;01-08-2025
30714;300330;Municipalidad Distrital de Curasco;41;1;01-08-2025
40101;300331;Municipalidad Provincial de Arequipa;41;1;01-08-2025
40102;300332;Municipalidad Distrital de Alto Selva Alegre;41;1;01-08-2025
40103;300333;Municipalidad Distrital de Cayma;41;1;01-08-2025
40104;300334;Municipalidad Distrital de Cerro Colorado;41;1;01-08-2025
40105;300335;Municipalidad Distrital de Characato;41;1;01-08-2025
40106;300336;Municipalidad Distrital de Chiguata;41;1;01-08-2025
40107;300337;Municipalidad Distrital de Jacobo Hunter;41;1;01-08-2025
40108;300338;Municipalidad Distrital de la Joya;41;1;01-08-2025
40109;300339;Municipalidad Distrital de Mariano Melgar;41;1;01-08-2025
40110;300340;Municipalidad Distrital de Miraflores;41;1;01-08-2025
40111;300341;Municipalidad Distrital de Mollebaya;41;1;01-08-2025
40112;300342;Municipalidad Distrital de Paucarpata;41;1;01-08-2025
40113;300343;Municipalidad Distrital de Pocsi;41;1;01-08-2025
40114;300344;Municipalidad Distrital de Polobaya;41;1;01-08-2025
40115;300345;Municipalidad Distrital de Queque¥a;41;1;01-08-2025
40116;300346;Municipalidad Distrital de Sabandia;41;1;01-08-2025
40117;300347;Municipalidad Distrital de Sachaca;41;1;01-08-2025
40118;300348;Municipalidad Distrital de San Juan de Siguas;41;1;01-08-2025
40119;300349;Municipalidad Distrital de San Juan de Tarucani;41;1;01-08-2025
40120;300350;Municipalidad Distrital de Santa Isabel de Siguas;41;1;01-08-2025
40121;300351;Municipalidad Distrital de Santa Rita de Siguas;41;1;01-08-2025
40122;300352;Municipalidad Distrital de Socabaya;41;1;01-08-2025
40123;300353;Municipalidad Distrital de Tiabaya;41;1;01-08-2025
40124;300354;Municipalidad Distrital de Uchumayo;41;1;01-08-2025
40125;300355;Municipalidad Distrital de Vitor;41;1;01-08-2025
40126;300356;Municipalidad Distrital de Yanahuara;41;1;01-08-2025
40127;300357;Municipalidad Distrital de Yarabamba;41;1;01-08-2025
40128;300358;Municipalidad Distrital de Yura;41;1;01-08-2025
40129;300359;Municipalidad Distrital de José Luis Bustamante y Rivero;41;1;01-08-2025
40201;300360;Municipalidad Provincial de Camana;41;1;01-08-2025
40202;300361;Municipalidad Distrital de José María Quimper;41;1;01-08-2025
40203;300362;Municipalidad Distrital de Mariano Nicolas Valcarcel;41;1;01-08-2025
40204;300363;Municipalidad Distrital de Mariscal Caceres;41;1;01-08-2025
40205;300364;Municipalidad Distrital de Nicolas de Pierola;41;1;01-08-2025
40206;300365;Municipalidad Distrital de Ocoña;41;1;01-08-2025
40207;300366;Municipalidad Distrital de Quilca;41;1;01-08-2025
40208;300367;Municipalidad Distrital de Samuel Pastor;41;1;01-08-2025
40301;300368;Municipalidad Provincial de Caraveli;41;1;01-08-2025
40302;300369;Municipalidad Distrital de Acari;41;1;01-08-2025
40303;300370;Municipalidad Distrital de Atico;41;1;01-08-2025
40304;300371;Municipalidad Distrital de Atiquipa;41;1;01-08-2025
40305;300372;Municipalidad Distrital de Bella Union;41;1;01-08-2025
40306;300373;Municipalidad Distrital de Cahuacho;41;1;01-08-2025
40307;300374;Municipalidad Distrital de Chala;41;1;01-08-2025
40308;300375;Municipalidad Distrital de Chaparra;41;1;01-08-2025
40309;300376;Municipalidad Distrital de Huanuhuanu;41;1;01-08-2025
40310;300377;Municipalidad Distrital de Jaqui;41;1;01-08-2025
40311;300378;Municipalidad Distrital de Lomas;41;1;01-08-2025
40312;300379;Municipalidad Distrital de Quicacha;41;1;01-08-2025
40313;300380;Municipalidad Distrital de Yauca;41;1;01-08-2025
40401;300381;Municipalidad Provincial de Castilla - Aplao;41;1;01-08-2025
40402;300382;Municipalidad Distrital de Andagua;41;1;01-08-2025
40403;300383;Municipalidad Distrital de Ayo;41;1;01-08-2025
40404;300384;Municipalidad Distrital de Chachas;41;1;01-08-2025
40405;300385;Municipalidad Distrital de Chilcaymarca;41;1;01-08-2025
40406;300386;Municipalidad Distrital de Choco;41;1;01-08-2025
40407;300387;Municipalidad Distrital de Huancarqui;41;1;01-08-2025
40408;300388;Municipalidad Distrital de Machaguay;41;1;01-08-2025
40409;300389;Municipalidad Distrital de Orcopampa;41;1;01-08-2025
40410;300390;Municipalidad Distrital de Pampacolca;41;1;01-08-2025
40411;300391;Municipalidad Distrital de Tipan;41;1;01-08-2025
40412;300392;Municipalidad Distrital de Uñon;41;1;01-08-2025
40413;300393;Municipalidad Distrital de Uraca;41;1;01-08-2025
40414;300394;Municipalidad Distrital de Viraco;41;1;01-08-2025
