n_documento,f_documento,f_recepcion,url_documento,usuario_registro,fecha_registro
OFICIO N° 154-2023-MDSA,2023-05-05,2023-05-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1795872c-4bf9-48b6-bf9b-adb3635fa593/OFICIO%20N%c2%b0%20154-2023-MDSA.pdf,1,2026-03-27
OFICIO N° 307-2025-MDT-A,2025-05-29,2025-06-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3a838666-a6d7-4343-b848-17ec34089148/OFICIO%20N%c2%b0%20307-2025-MDT-A.pdf,1,2026-03-27
OFICIO N° 14-2026-GM-MDMM,2026-02-03,2026-02-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/884cf603-9b77-4f88-8860-8f1edc67f7e2/OFICIO%20N%c2%b0%2014-2026-GM-MDMM.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0118-2021-MDSA,2021-10-04,2021-10-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/5496fa58-8d04-467b-a803-670b57db5c80/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200118-2021-MDSA.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 213-2020-MDSB,2020-12-29,2020-12-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/162e78fd-ac27-430b-a4d7-29705e5b9ea0/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%202013-2020-MDSB.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N°013-2026-MDMP,2026-01-22,2026-01-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/32400de6-1bd8-4b89-bb9a-2ca2d7419c18/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%ba%20013-2026-MDMP.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 240 - 2022-A-MM,2022-12-29,2025-07-17,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2b24e310-ee5c-4612-bdca-6c01f0288f4e/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20240%20-%202022-A-MM.pdf,1,2026-03-27
OFICIO N° 0309-2021-ALCALDIA-MDT-PASCO,2021-10-18,2021-12-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/92ef1fe1-0c1a-45b7-b8d1-1d0fec25054b/OFICIO%20N%c2%b0%200309-2021-ALCALDIA-MDT-PASCO.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 202-2022-MSB-A,2022-10-26,2022-10-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fbdd8891-0fd4-43ef-bc10-23987fadd8fe/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20202-2022-MSB-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 261-2023-A-MDSJB,2023-10-16,2023-10-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bd685ec1-59b8-4e22-b968-27441be8234c/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20261-2023-A-MDSJB.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 170-2025-A-MDP,2025-03-27,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/eda3887b-5f2b-4c41-b286-0c4ae3aa9239/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20170-2025-A-MDP.pdf,1,2026-03-27
OFICIO N° 0140-2020-MDU-A,2020-10-30,2021-09-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b0a73a4d-cdfc-43e8-b03f-3ecf7efe4285/OFICIO%20N%c2%b0%200140-2020-MDU-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 101-2025-MDSJM,2025-10-09,2025-11-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/69c95cba-6635-4d86-a1a5-19fda41f1c65/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20101-2025-MDSJM.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 203-2020-AL-MDSL,2020-08-07,2020-08-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8662103a-957f-4b67-9d66-e267a015ffd9/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20203-2020-AL-MDSL.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA MUNICIPAL N° 040-2021-MDSMP,2021-01-18,2021-01-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/20e627ea-6258-4a46-afe1-66dd51e1340c/RESOLUCI%c3%93N%20DE%20GERENCIA%20MUNICIPAL%20N%c2%b0%20040-2021-MDSMP.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 726-2021-MDSM,2021-11-18,2021-11-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/97d4a750-357d-465b-84b7-7d0c37e7a676/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20726-2021-MDSM.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 336-2024-MDSM-A,2024-08-26,2024-08-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6c42c5af-cc04-410e-88d1-742e8e70f794/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20336-2024-MDSM-A.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA MUNICIPAL N° 263-2024-MDSR-GM,2024-09-09,2024-09-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/423db5bb-6e7d-48b5-89dc-e1cb100d24b0/RESOLUCI%c3%93N%20DE%20GERENCIA%20MUNICIPAL%20N%c2%b0%20263-2024-MDSR-GM.pdf,1,2026-03-27
OFICIO N° 252-2025-MDVA-GM,2025-08-20,2025-08-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/57242257-d9c4-44bc-b543-9027da621a6e/OFICIO%20N%c2%b0%20252-2025-MDVA-GM.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0115-2025-A-MDP,2025-10-29,2025-11-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/556c17eb-abf7-482c-9b66-8693d663c1d1/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200115-2025-A-MDP.pdf,1,2026-03-27
OFICIO N° 223-2020-MDVE-A,2020-12-11,2021-09-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/811aaf82-70d8-4dfb-a8ab-6415c8dfa889/OFICIO%20N%c2%b0%20223-2020-MDVE-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 00076-2025-MDSA,2025-09-30,2025-11-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ba01c56b-d3d0-4026-8b26-2d0be52f45a2/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%2000076-2025-MDSA.pdf,1,2026-03-27
OFICIO N° 220-2023-ALC-MDY-JRCS,2023-07-06,2025-06-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/18c2b8dc-6828-4467-8236-973edaea501c/OFICIO%20N%c2%b0%20220-2023-ALC-MDY-JRCS.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 261-2020-MDSMV,2020-11-24,2020-11-24,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/349061a5-c65a-4227-bcd7-ec06195ab3c0/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20261-2020-MDSMV.pdf,1,2026-03-27
OFICIO N° 064-2025-ALC-MDSDO-PH,2025-04-10,2025-04-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/36ec857b-918c-4747-890b-97cc89e7e966/OFICIO%20N%c2%b0%20064-2025-ALC-MDSDO-PH.pdf,1,2026-03-27
OFICIO N° 0617-2023-MPA,2023-07-14,2023-10-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d5fb6a0a-f833-4209-926d-5d2452526dfb/OFICIO%20N%c2%b0%200617-2023-MPA.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 234-2024-ALC-MDSDO-PH,2024-12-17,2026-02-12,,1,2026-03-27
OFICIO N° 132-2023-MPL-AL,2023-06-23,2023-07-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6cc53e3b-8838-48b9-aaec-736355c8ed86/OFICIO%20N%c2%b0%20132-2023-MPL-AL.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 13-2023-MDST-A,2023-01-12,2023-01-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/96685ed3-765c-40ab-bb50-e0017b92af4a/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%2013-2023-MDST-A.pdf,1,2026-03-27
OFICIO N° 0377-2024-GM-MDSB,2024-12-24,2025-05-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3643680d-f0e3-4f00-b724-c9a22c4ca729/OFICIO%20N%c2%b0%200377-2024-GM-MDSB.pdf,1,2026-03-27
OFICIO N° 073-2023-CMBS-ALC-MDS,2023-03-30,2023-03-30,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/705e6714-be55-4a56-b452-ad25e86c21aa/OFICIO%20N%c2%b0%20073-2023-CMBS-ALC-MDS.pdf,1,2026-03-27
OFICIO N° 037-2025-GAF-MPA,2025-04-25,,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/69902a65-7a1b-4ca3-a3eb-229d5c9edd03/OFICIO%20N%c2%b0%20037-2025-GAF-MPA.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N°201-2020-AL-MDS,2020-12-09,2020-12-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b67a45c8-975e-4478-84c3-4575debd7303/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0201-2020-AL-MDS.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 476-2024-MPA,2024-11-22,2025-01-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f76e36ad-99f7-4fea-a6b5-43b7e37c92aa/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20476-2024-MPA.pdf,1,2026-03-27
OFICIO N° 0001-2025-MDPP-OGAF-OTI,2025-02-15,2025-07-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/e91c9a38-db6d-4e87-9504-39207c3b534c/OFICIO%20N%c2%b0%200001-2025-MDPP-OGAF-OTI.pdf,1,2026-03-27
OFICIO N° 058-2025-MPA-A,2025-03-24,2025-08-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fafe8989-f057-41a5-820a-23a4d81e450f/OFICIO%20N%c2%b0%20058-2025-MPA-A.pdf,1,2026-03-27
OFICIO N° 058-2026-MPB-A,2026-02-19,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b528a07f-3b37-42f3-8ee5-d7d093647aac/OFICIO%20N%c2%b0%20058-2026-MPB-A.pdf,1,2026-03-27
OFICIO N° 714-2024-AL-LEUS-MPB,2024-11-18,2024-11-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/924b3fdc-6881-4967-b69a-df4934518060/OFICIO%20N%c2%b0%20714-2024-AL-LEUS-MPB.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 097-2021-MDT-A,2021-04-21,2021-04-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/cfdda79c-a80e-4189-94c5-42e20ad0196b/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20097-2021-MDT-A.pdf,1,2026-03-27
OFICIO N° 326-2025-MDT-A,2025-06-12,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b61ff21c-9e0a-412f-8819-cd78c5f54e10/OFICIO%20N%c2%b0%20326-2025-MDT-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 154-2023-MDT-ALC,2023-09-12,2023-09-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f0811af9-655b-4ec4-986d-27fc9fd7a67d/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20154-2023-MDT-ALC.pdf,1,2026-03-27
OFICIO N° 190-2021-MDQ-ALCALDIA,2021-08-18,2021-10-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/0c6d4cf9-2d8e-4c68-997b-e01bdd2334f6/OFICIO%20N%c2%b0%20190-2021-MDQ-ALCALDIA.pdf,1,2026-03-27
OFICIO N° 210-2025-MPCFF-GM,2025-06-20,2025-08-25,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ff904e04-8e5e-4e3a-9bae-8ac3d790e406/OFICIO%20N%c2%b0%20210-2025-MPCFF-GM.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 338-2021-MPCH,2021-09-15,2021-09-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2954c06d-3f79-42b0-a62e-0ea08263d9f8/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20338-2021-MPCH.pdf,1,2026-03-27
OFICIO N° 551-2023-MDT-A,2023-11-09,2023-11-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/18187062-5ed4-413f-ac3a-c666de8d94f6/OFICIO%20N%c2%b0%20551-2023-MDT-A.pdf,1,2026-03-27
OFICIO 000165-2025-MPCH-A,2025-03-17,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a0c6db70-4511-4a4b-870b-8f29c1fc7255/OFICIO%20000165-2025-MPCH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 163-2023-MDT-A,2023-11-13,2023-11-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/17abb436-9149-4244-b65d-89d4a8fd7dae/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20163-2023-MDT-A.pdf,1,2026-03-27
OFICIO N° 281-2020-MDT-A,2020-11-10,2020-11-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/01513283-f56f-40a7-863f-01d5c7f495ca/OFICIO%20N%c2%b0%20281-2020-MDT-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0186-2020-MDU-A,2020-11-26,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/eb1811e3-4dfc-4f0d-8b52-6111b2078163/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200186-2020-MDU-A.pdf,1,2026-03-27
OFICIO N° 037-2025-MPCH-A,2025-02-07,2025-02-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ca6bc566-035a-44c9-b564-d03bfdeb0a13/OFICIO%20N%c2%b0%20037-2025-MPCH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 491-2020-MPCH-A,2020-08-21,2020-12-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ca4f04be-bb37-4a83-9811-4d0fcffaf8ca/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20491-2020-MPCH-A.PDF,1,2026-03-27
OFICIO N° 010-2024-A-MDV-CH-C,2024-01-11,2024-01-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b554808c-fb2b-4e85-91be-25a3d18bdf66/OFICIO%20N%c2%b0%20010-2024-A-MDV-CH-C.pdf,1,2026-03-27
OFICIO N° 051-2023-GM-MDV,2023-07-14,2023-07-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ce02766d-2e4f-4711-abae-83effc0739fe/OFICIO%20N%c2%b0%20051-2023-GM-MDV.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 000070-2026-MPCH-A,2026-01-29,2026-02-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/0ec33fec-5e41-4868-bd78-2e6d3853fd9d/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20000070-2026-MPCH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 367-2023-MDVLH-A,2023-11-27,2023-11-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6d0bdecc-ad81-4bb3-88bd-5c75582cb530/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20367-2023-MDVLH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 210-2023-A-MDV-LC,2023-10-12,2023-10-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/34cda2f1-e336-499a-8a3c-e4818f5379bb/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20210-2023-A-MDV-LC.pdf,1,2026-03-27
OFICIO N° 1418-2025-MPCH-A,2025-09-16,2025-10-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/246d6d77-b377-4eb5-ab5a-0dac03a8b51e/OFICIO%20N%c2%b0%201418-2025-MPCH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 161-2023-A-MDVA,2023-04-05,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b7841fec-2f76-4c6c-bc7d-b96b1a256155/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20161-2023-A-MDVA.pdf,1,2026-03-27
OFICIO N° 263-2023-ALC-MDY,2023-10-23,2023-10-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/436e9320-2c35-43ba-8453-a9cba2bcc15f/OFICIO%20N%c2%b0%20263-2023-ALC-MDY.pdf,1,2026-03-27
OFICIO N° 0995-2025-MPC-A,2025-09-22,2025-10-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/0ba782a6-2a72-4af3-99d7-e88d9d096d98/OFICIO%20N%c2%b0%200995-2025-MPC-A.pdf,1,2026-03-27
OFICIO N°0493-2020-MPD-A,2020-10-07,2021-10-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ac82d999-929b-488f-9f6b-d1bc60feec5a/OFICIO%20N%c2%b00493-2020-MPD-A.pdf,1,2026-03-27
OFICIO N° 253-2025-A-MDFT,2025-07-15,2025-07-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/07cf5ad0-4fc3-4942-8ea9-02787ff496c3/INFORME%20N%c2%b0%20039-2025-MDFT-GM.pdf,1,2026-03-27
OFICIO N° 166-2023-MPH-A,2023-03-22,2023-06-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b5e09998-69b4-4009-825e-07b4a10b87ef/OFICIO%20N%c2%b0%20166-2023-MPH-A.pdf,1,2026-03-27
OFICIO N° D000056-2025-MDSJL-GM,2025-09-08,2025-09-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a9928ff4-3f0d-4f50-b6a1-8a8d2b64f976/OFICIO%20N%c2%b0%20D000056-2025-MDSJL-GM.pdf,1,2026-03-27
OFICIO N° 247-MDSM-A,2023-07-04,2023-10-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/91af748e-e1ed-483f-96d5-cf34afefbc3c/OFICIO%20N%c2%b0%20247-MDSM-A.pdf,1,2026-03-27
OFICIO N° 169-2021-MPH-A,2021-07-13,2021-09-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b53f058c-5914-4abc-863d-0c1ae1f087f9/OFICIO%20N%c2%b0%20169-2021-MPH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 200-2021,2021-06-18,2021-06-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/52b16d0c-8fc8-437e-9da0-071688af0dc7/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20200-2021.pdf,1,2026-03-27
OFICIO N° 019-2020-MML-GA-SGDI,2020-10-15,2020-10-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/52b16d0c-8fc8-437e-9da0-071688af0dc7/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20200-2021.pdf,1,2026-03-27
OFICIO N° 0872-2025-MPH-A,2025-09-15,2025-11-20,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bf018332-e900-4df7-882e-16a91fb8c8cc/OFICIO%20N%c2%b0%200872-2025-MPH-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 209-2020-MPAA,2020-10-07,2020-10-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/74c9ab73-7e18-468b-9ed1-a5076d37b375/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20209-2020-MPAA.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA MUNICIPAL N° 0548-2022-GM-MPH,2022-12-07,2022-12-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/aa0c8e4b-d92b-4c32-ba5f-aa008c8e43b7/RESOLUCI%c3%93N%20DE%20GERENCIA%20MUNICIPAL%20N%c2%b0%200548-2022-GM-MPH.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 386-2021-MPA-AL,2021-12-28,2021-12-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/44d37249-3c9e-4d6b-966f-12630ec979d8/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20386-2021-MPA-AL.pdf,1,2026-03-27
OFICIO N° 053 - MDSRC-A-2025,2025-02-17,2025-02-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/749f80ea-6462-4ced-b988-7e7753281f4d/OFICIO%20N%c2%b0%20053%20-%20MDSRC-A-2025.pdf,1,2026-03-27
OFICIO N° 005-SGI-GAF-MPI,2020-11-03,2020-12-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c6960105-9b73-47e5-8820-d573c3160c96/OFICIO%20N%c2%b0%20005-SGI-GAF-MPI.pdf,1,2026-03-27
OFICIO N°061-2024-MPI-A-GM,2024-12-23,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/7af5c770-72a8-4c84-bc05-52f11ae994d5/OFICIO%20N%c2%b0061-2024-MPI-A-GM.pdf,1,2026-03-27
INFORME N°373-2020-CJPC-GATyDUR-MPLC,2020-11-13,2020-11-24,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9981d8f2-2099-4152-b397-881c85cdbc15/INFORME%20N%c2%b0373-2020-CJPC-GATyDUR-MPLC.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0516-2022-AL-RRZS-MPB,2022-12-28,2022-12-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/01dbd2fa-99b0-4254-8c81-f1c7434bf12b/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200516-2022-AL-RRZS-MPB.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 568-2025-MPC-M-A,2025-04-24,2025-05-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/dbd08789-95f1-4587-b4c9-a780867104de/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%20568-2025-MPC-M-A.pdf,1,2026-03-27
OFICIO N° 0011-2025-MPL-OGA,2025-04-08,2025-05-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/76570bb4-b1f7-4d7e-a10e-2d30b3bf3241/OFICIO%20N%c2%b0%200011-2025-MPL-OGA.pdf,1,2026-03-27
OFICIO N° 294-2021-MDS-A,2021-12-07,2022-06-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/22965655-3a17-4b52-bd00-da3c80b42c6d/OFICIO%20N%c2%b0%20294-2021-MDS-A.pdf,1,2026-03-27
RESOLUCIÓN DE ALCALDÍA N° 0170-2023-MP-CFF-SL-ALC,2023-08-11,2023-08-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/7c745a2a-418d-4ac2-b4fd-39a3ea44d38a/RESOLUCI%c3%93N%20DE%20ALCALD%c3%8dA%20N%c2%b0%200170-2023-MP-CFF-SL-ALC.pdf,1,2026-03-27
OFICIO N° 158-2025-MPC-GM,2025-08-05,2025-09-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/17000ae6-7b19-419c-933b-331a9c6c37b1/OFICIO%20N%c2%b0%20158-2025-MPC-GM.pdf,1,2026-03-27
